Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Czechia,Milk,... in 3-liter packs,Milk,3 L packs,Statista,15.258,15.82,16.461,17.113,17.338,18.454,18.816,19.316,19.844,20.367,20.908,21.429,22.051,23.334
Czechia,Milk,... in 1-liter packs,Milk,1 L packs,Statista,45.775,47.459,49.384,51.339,52.014,55.361,56.449,57.947,59.533,61.1,62.724,64.287,66.152,70.002
Czechia,Milk,… in 0.5-liter packs,Milk,0.5 L packs,Statista,91.55,94.918,98.768,102.678,104.028,110.722,112.897,115.894,119.066,122.2,125.448,128.573,132.304,140.004
Czechia,Milk Substitutes,Price per Unit,Average,USD (US$),Statista,2.48,2.178,2.052,2.109,2.14,2.136,2.165,2.235,2.435,2.491,2.541,2.592,2.644,2.696
Czechia,Milk Substitutes,Average Revenue per Capita,Total,USD (US$),Statista,1.454,1.495,1.634,1.897,2.267,2.606,3.139,3.777,4.2,4.6,5.001,5.419,6.175,6.94
Czechia,Milk Substitutes,Revenue,Total,million USD (US$),Statista,15.4,15.85,17.35,20.18,24.18,27.86,33.62,40.5,48.38,53.45,59.71,65.3,80.91,91.94
Czechia,Milk Substitutes,Revenue Change,Total,percent,Statista,,2.922,9.464,16.311,19.822,15.219,20.675,20.464,19.457,10.48,11.712,9.362,23.905,13.632
Czechia,Milk Substitutes,Volume,Total,million kilograms,Statista,6.21,7.278,8.458,9.571,11.299,13.039,15.524,18.124,19.867,21.458,23.5,25.195,30.608,34.096
Czechia,Milk Substitutes,Volume Change,Total,percent,Statista,,17.207,16.206,13.158,18.06,15.397,19.063,16.748,9.612,8.009,9.519,7.211,21.485,11.397
Czechia,Milk Substitutes,Average Volume per Capita,Total,kilograms,Statista,0.586,0.687,0.796,0.899,1.059,1.22,1.45,1.69,1.85,1.997,2.186,2.342,2.845,3.169
Czechia,Milk Substitutes,... in 3-liter packs,Milk Substitutes,3 L packs,Statista,0.19,0.222,0.258,0.291,0.343,0.395,0.469,0.547,0.599,0.646,0.707,0.758,0.921,1.026
Czechia,Milk Substitutes,... in 1-liter packs,Milk Substitutes,1 L packs,Statista,0.569,0.667,0.773,0.873,1.029,1.184,1.407,1.641,1.796,1.939,2.122,2.274,2.762,3.077
Czechia,Milk Substitutes,… in 0.5-liter packs,Milk Substitutes,0.5 L packs,Statista,1.138,1.333,1.547,1.746,2.057,2.369,2.815,3.282,3.593,3.877,4.244,4.548,5.524,6.154
Czechia,Dairy Products & Eggs,Price per Unit,Average,USD (US$),Statista,2.255,1.864,1.842,1.924,2.06,1.958,1.964,2.155,2.346,2.398,2.446,2.494,2.543,2.601
Czechia,Dairy Products & Eggs,Price per Unit,Cheese,USD (US$),Statista,7.51,6.212,6.147,6.427,6.889,6.545,6.637,7.348,8.007,8.191,8.355,8.522,8.692,8.866
Czechia,Dairy Products & Eggs,Price per Unit,Eggs,USD (US$),Statista,2.133,1.683,1.594,1.599,1.651,1.516,1.459,1.544,1.682,1.721,1.755,1.79,1.826,1.863
Czechia,Dairy Products & Eggs,Price per Unit,Milk,USD (US$),Statista,0.867,0.723,0.722,0.761,0.824,0.79,0.798,0.883,0.962,0.984,1.004,1.024,1.044,1.065
Czechia,Dairy Products & Eggs,Price per Unit,Milk Substitutes,USD (US$),Statista,2.48,2.178,2.052,2.109,2.14,2.136,2.165,2.235,2.435,2.491,2.541,2.592,2.644,2.696
Czechia,Dairy Products & Eggs,Price per Unit,Other Dairy Products & Eggs,USD (US$),Statista,3.197,2.624,2.579,2.679,2.856,2.7,2.711,2.978,3.245,3.32,3.386,3.454,3.523,3.594
Czechia,Dairy Products & Eggs,Price per Unit,Yogurt,USD (US$),Statista,2.276,1.877,1.851,1.928,2.059,1.948,1.95,2.139,2.33,2.384,2.432,2.48,2.53,2.581
Czechia,Dairy Products & Eggs,Revenue,Total,million USD (US$),Statista,"2,146","1,863","1,942","2,139","2,356","2,418","2,503","2,853","3,226","3,418","3,610","3,802","4,021","4,462"
Czechia,Dairy Products & Eggs,Revenue,Cheese,million USD (US$),Statista,824.6,715.1,745.5,820.8,903.6,926.5,957.4,"1,091","1,224","1,288","1,355","1,421","1,493","1,643"
Czechia,Dairy Products & Eggs,Revenue,Eggs,million USD (US$),Statista,204.1,177.3,185.1,204.1,225.1,231.1,239.2,273,320.4,351.9,380.7,410.8,442.1,523
Czechia,Dairy Products & Eggs,Revenue,Milk,million USD (US$),Statista,433,374.8,389.9,428.5,470.8,481.7,496.8,565,633.2,665.4,697.2,729.1,765.4,826.2
Czechia,Dairy Products & Eggs,Revenue,Milk Substitutes,million USD (US$),Statista,15.4,15.85,17.35,20.18,24.18,27.86,33.62,40.5,48.38,53.45,59.71,65.3,80.91,91.94
Czechia,Dairy Products & Eggs,Revenue,Other Dairy Products & Eggs,million USD (US$),Statista,420.5,364.4,379.7,417.8,459.7,471.1,486.5,554.1,625.9,662.6,699,735.5,775.3,862.8
Czechia,Dairy Products & Eggs,Revenue,Yogurt,million USD (US$),Statista,248,215.2,224.5,247.3,272.4,279.5,289,329.5,373.3,396.3,418.5,441,465,515.6
Czechia,Dairy Products & Eggs,Revenue Change,Total,percent,Statista,,-13.187,4.24,10.144,10.145,2.632,3.515,13.983,13.074,5.952,5.617,5.319,5.76,10.967
Czechia,Dairy Products & Eggs,Revenue Change,Cheese,percent,Statista,,-13.279,4.251,10.101,10.088,2.534,3.335,13.954,12.191,5.229,5.202,4.871,5.067,10.047
Czechia,Dairy Products & Eggs,Revenue Change,Eggs,percent,Statista,,-13.131,4.399,10.265,10.289,2.665,3.505,14.13,17.363,9.831,8.184,7.906,7.619,18.299
Czechia,Dairy Products & Eggs,Revenue Change,Milk,percent,Statista,,-13.441,4.029,9.9,9.872,2.315,3.135,13.728,12.071,5.085,4.779,4.575,4.979,7.944
Czechia,Dairy Products & Eggs,Revenue Change,Milk Substitutes,percent,Statista,,2.922,9.464,16.311,19.822,15.219,20.675,20.464,19.457,10.48,11.712,9.362,23.905,13.632
Czechia,Dairy Products & Eggs,Revenue Change,Other Dairy Products & Eggs,percent,Statista,,-13.341,4.199,10.034,10.029,2.48,3.269,13.895,12.958,5.864,5.494,5.222,5.411,11.286
Czechia,Dairy Products & Eggs,Revenue Change,Yogurt,percent,Statista,,-13.226,4.322,10.156,10.15,2.606,3.399,14.014,13.293,6.161,5.602,5.376,5.442,10.882
Czechia,Dairy Products & Eggs,Average Revenue per Capita,Total,USD (US$),Statista,202.6,175.7,182.9,201,220.9,226.2,233.7,266,300.4,318.1,335.7,353.5,373.8,414.8
Czechia,Dairy Products & Eggs,Average Revenue per Capita,Cheese,USD (US$),Statista,77.86,67.45,70.2,77.14,84.72,86.67,89.4,101.7,114,119.9,126,132.1,138.7,152.7
Czechia,Dairy Products & Eggs,Average Revenue per Capita,Eggs,USD (US$),Statista,19.27,16.72,17.43,19.18,21.1,21.62,22.33,25.45,29.84,32.75,35.41,38.19,41.09,48.61
Czechia,Dairy Products & Eggs,Average Revenue per Capita,Milk,USD (US$),Statista,40.89,35.35,36.72,40.27,44.14,45.07,46.39,52.68,58.98,61.92,64.84,67.78,71.15,76.79
Czechia,Dairy Products & Eggs,Average Revenue per Capita,Milk Substitutes,USD (US$),Statista,1.454,1.495,1.634,1.897,2.267,2.606,3.139,3.777,4.2,4.6,5.001,5.419,6.175,6.94
Czechia,Dairy Products & Eggs,Average Revenue per Capita,Other Dairy Products & Eggs,USD (US$),Statista,39.7,34.38,35.76,39.27,43.1,44.07,45.43,51.67,58.3,61.66,65.01,68.38,72.06,80.2
Czechia,Dairy Products & Eggs,Average Revenue per Capita,Yogurt,USD (US$),Statista,23.42,20.3,21.14,23.24,25.54,26.15,26.99,30.73,34.77,36.88,38.93,41,43.22,47.93
Czechia,Dairy Products & Eggs,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.738,99.706,99.67,99.63,99.583,99.529,,
Czechia,Dairy Products & Eggs,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.262,0.294,0.33,0.37,0.417,0.471,,
Czechia,Dairy Products & Eggs,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Dairy Products & Eggs,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Dairy Products & Eggs,Volume,Total,million kilograms,Statista,951.531,999.54,"1,054.525","1,111.836","1,143.49","1,234.56","1,273.967","1,323.645","1,374.679","1,425.326","1,475.766","1,524.377","1,581.384","1,715.798"
Czechia,Dairy Products & Eggs,Volume,Cheese,million kilograms,Statista,109.799,115.123,121.265,127.716,131.167,141.558,144.236,148.464,152.901,157.274,162.136,166.718,171.721,185.267
Czechia,Dairy Products & Eggs,Volume,Eggs,million kilograms,Statista,95.695,105.341,116.141,127.626,136.316,152.489,163.933,176.824,190.465,204.491,216.92,229.443,242.103,280.796
Czechia,Dairy Products & Eggs,Volume,Milk,million kilograms,Statista,499.351,518.227,540.134,562.69,571.41,609.521,622.643,640.098,658.366,676.27,694.667,712.259,733.071,775.718
Czechia,Dairy Products & Eggs,Volume,Milk Substitutes,million kilograms,Statista,6.21,7.278,8.458,9.571,11.299,13.039,15.524,18.124,19.867,21.458,23.5,25.195,30.608,34.096
Czechia,Dairy Products & Eggs,Volume,Other Dairy Products & Eggs,million kilograms,Statista,131.538,138.908,147.257,155.972,160.988,174.499,179.456,186.051,192.879,199.594,206.424,212.943,220.067,240.102
Czechia,Dairy Products & Eggs,Volume,Yogurt,million kilograms,Statista,108.938,114.663,121.27,128.261,132.31,143.454,148.174,154.084,160.202,166.239,172.119,177.818,183.815,199.818
Czechia,Dairy Products & Eggs,Volume Change,Total,percent,Statista,,5.045,5.501,5.435,2.847,7.964,3.192,3.899,3.856,3.684,3.539,3.294,3.74,8.5
Czechia,Dairy Products & Eggs,Volume Change,Cheese,percent,Statista,,4.849,5.335,5.32,2.702,7.922,1.892,2.931,2.989,2.86,3.091,2.826,3.001,7.889
Czechia,Dairy Products & Eggs,Volume Change,Eggs,percent,Statista,,10.08,10.252,9.888,6.809,11.864,7.505,7.864,7.714,7.364,6.078,5.773,5.517,15.982
Czechia,Dairy Products & Eggs,Volume Change,Milk,percent,Statista,,3.78,4.227,4.176,1.55,6.67,2.153,2.803,2.854,2.719,2.72,2.532,2.922,5.818
Czechia,Dairy Products & Eggs,Volume Change,Milk Substitutes,percent,Statista,,17.207,16.206,13.158,18.06,15.397,19.063,16.748,9.612,8.009,9.519,7.211,21.485,11.397
Czechia,Dairy Products & Eggs,Volume Change,Other Dairy Products & Eggs,percent,Statista,,5.603,6.011,5.918,3.216,8.393,2.841,3.675,3.67,3.482,3.422,3.158,3.345,9.104
Czechia,Dairy Products & Eggs,Volume Change,Yogurt,percent,Statista,,5.256,5.762,5.765,3.157,8.423,3.29,3.988,3.97,3.769,3.537,3.311,3.372,8.706
Czechia,Dairy Products & Eggs,Average Volume per Capita,Total,kilograms,Statista,89.842,94.284,99.307,104.486,107.212,115.496,118.962,123.422,128.035,132.639,137.25,141.714,146.985,159.481
Czechia,Dairy Products & Eggs,Average Volume per Capita,Cheese,kilograms,Statista,10.367,10.859,11.42,12.002,12.298,13.243,13.469,13.843,14.241,14.636,15.079,15.499,15.961,17.22
Czechia,Dairy Products & Eggs,Average Volume per Capita,Eggs,kilograms,Statista,9.035,9.937,10.937,11.994,12.781,14.266,15.308,16.488,17.739,19.03,20.174,21.33,22.503,26.1
Czechia,Dairy Products & Eggs,Average Volume per Capita,Milk,kilograms,Statista,47.148,48.883,50.865,52.879,53.575,57.022,58.142,59.685,61.319,62.933,64.606,66.215,68.137,72.102
Czechia,Dairy Products & Eggs,Average Volume per Capita,Milk Substitutes,kilograms,Statista,0.586,0.687,0.796,0.899,1.059,1.22,1.45,1.69,1.85,1.997,2.186,2.342,2.845,3.169
Czechia,Dairy Products & Eggs,Average Volume per Capita,Other Dairy Products & Eggs,kilograms,Statista,12.42,13.103,13.867,14.658,15.094,16.325,16.758,17.348,17.964,18.574,19.198,19.796,20.455,22.317
Czechia,Dairy Products & Eggs,Average Volume per Capita,Yogurt,kilograms,Statista,10.286,10.816,11.42,12.053,12.405,13.42,13.836,14.367,14.921,15.47,16.008,16.531,17.085,18.573
Czechia,Yogurt,Price per Unit,Average,USD (US$),Statista,2.276,1.877,1.851,1.928,2.059,1.948,1.95,2.139,2.33,2.384,2.432,2.48,2.53,2.581
Czechia,Yogurt,Revenue,Total,billion USD (US$),Statista,0.248,0.215,0.225,0.247,0.272,0.28,0.289,0.33,0.373,0.396,0.418,0.441,0.465,0.516
Czechia,Yogurt,Revenue Change,Total,percent,Statista,,-13.226,4.322,10.156,10.15,2.606,3.399,14.014,13.293,6.161,5.602,5.376,5.442,10.882
Czechia,Yogurt,Average Revenue per Capita,Total,USD (US$),Statista,23.42,20.3,21.14,23.24,25.54,26.15,26.99,30.73,34.77,36.88,38.93,41,43.22,47.93
Czechia,Yogurt,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.738,99.706,99.67,99.63,99.583,99.529,,
Czechia,Yogurt,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.262,0.294,0.33,0.37,0.417,0.471,,
Czechia,Yogurt,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Yogurt,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Yogurt,Volume,Total,million kilograms,Statista,108.938,114.663,121.27,128.261,132.31,143.454,148.174,154.084,160.202,166.239,172.119,177.818,183.815,199.818
Czechia,Yogurt,Volume Change,Total,percent,Statista,,5.256,5.762,5.765,3.157,8.423,3.29,3.988,3.97,3.769,3.537,3.311,3.372,8.706
Czechia,Yogurt,Average Volume per Capita,Total,kilograms,Statista,10.286,10.816,11.42,12.053,12.405,13.42,13.836,14.367,14.921,15.47,16.008,16.531,17.085,18.573
Czechia,Yogurt,... in 500-gram packs,Yogurt,500 g packs,Statista,20.572,21.632,22.84,24.107,24.81,26.841,27.673,28.735,29.842,30.94,32.015,33.062,34.17,37.146
Czechia,Yogurt,... in 250-gram packs,Yogurt,250 g packs,Statista,41.143,43.264,45.681,48.214,49.621,53.682,55.346,57.47,59.683,61.88,64.03,66.124,68.34,74.291
Czechia,Yogurt,... in 150-gram packs,Yogurt,150 g packs,Statista,68.572,72.106,76.135,80.356,82.701,89.47,92.243,95.783,99.472,103.134,106.717,110.206,113.9,123.819
Czechia,Fruits & Nuts,Price per Unit,Average,USD (US$),Statista,2.068,1.79,1.854,2.03,2.279,2.269,2.343,2.649,2.879,2.95,3.014,3.079,3.14,3.212
Czechia,Fruits & Nuts,Price per Unit,Fresh Fruits,USD (US$),Statista,1.84,1.592,1.648,1.804,2.025,2.015,2.08,2.351,2.565,2.628,2.684,2.742,2.797,2.864
Czechia,Fruits & Nuts,Price per Unit,Nuts,USD (US$),Statista,6.766,5.737,5.823,6.247,6.877,6.713,6.863,7.685,7.967,8.16,8.328,8.49,8.635,8.645
Czechia,Fruits & Nuts,Price per Unit,Processed & Frozen Fruits,USD (US$),Statista,3.346,2.929,3.066,3.39,3.841,3.856,3.998,4.544,4.952,5.066,5.167,5.27,5.376,5.483
Czechia,Fruits & Nuts,Revenue,Total,billion USD (US$),Statista,1.232,1.073,1.124,1.243,1.374,1.415,1.468,1.68,1.853,1.927,2.01,2.093,2.178,2.225
Czechia,Fruits & Nuts,Revenue,Fresh Fruits,billion USD (US$),Statista,0.995,0.866,0.907,1.002,1.108,1.14,1.183,1.353,1.498,1.557,1.623,1.69,1.758,1.798
Czechia,Fruits & Nuts,Revenue,Nuts,billion USD (US$),Statista,0.105,0.092,0.096,0.107,0.118,0.122,0.128,0.146,0.156,0.164,0.172,0.181,0.188,0.197
Czechia,Fruits & Nuts,Revenue,Processed & Frozen Fruits,billion USD (US$),Statista,0.132,0.115,0.121,0.134,0.148,0.152,0.158,0.181,0.199,0.206,0.214,0.223,0.231,0.23
Czechia,Fruits & Nuts,Revenue Change,Total,percent,Statista,,-12.906,4.753,10.587,10.539,2.984,3.746,14.441,10.298,3.994,4.307,4.129,4.061,2.158
Czechia,Fruits & Nuts,Revenue Change,Fresh Fruits,percent,Statista,,-12.951,4.651,10.511,10.579,2.888,3.772,14.37,10.717,3.939,4.239,4.128,4.024,2.275
Czechia,Fruits & Nuts,Revenue Change,Nuts,percent,Statista,,-12.605,5.066,10.984,10.955,3.291,4.167,14.824,6.489,5.196,5.122,4.93,4.091,4.355
Czechia,Fruits & Nuts,Revenue Change,Processed & Frozen Fruits,percent,Statista,,-12.84,4.679,10.596,10.629,2.977,3.811,14.494,10.116,3.514,3.928,3.873,3.729,-0.433
Czechia,Fruits & Nuts,Average Revenue per Capita,Total,USD (US$),Statista,116.4,101.2,105.8,116.8,128.8,132.3,137.1,156.7,172.5,179.4,186.9,194.6,202.4,206.8
Czechia,Fruits & Nuts,Average Revenue per Capita,Fresh Fruits,USD (US$),Statista,93.97,81.73,85.39,94.19,103.8,106.6,110.4,126.1,139.5,144.9,150.9,157.1,163.4,167.1
Czechia,Fruits & Nuts,Average Revenue per Capita,Nuts,USD (US$),Statista,9.894,8.639,9.062,10.04,11.11,11.45,11.9,13.65,14.52,15.26,16.04,16.81,17.5,18.27
Czechia,Fruits & Nuts,Average Revenue per Capita,Processed & Frozen Fruits,USD (US$),Statista,12.5,10.88,11.38,12.56,13.86,14.24,14.76,16.87,18.56,19.19,19.93,20.69,21.46,21.37
Czechia,Fruits & Nuts,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.733,99.702,99.666,99.627,99.581,99.529,,
Czechia,Fruits & Nuts,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.267,0.298,0.334,0.373,0.419,0.471,,
Czechia,Fruits & Nuts,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Fruits & Nuts,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Fruits & Nuts,Volume,Total,million kilograms,Statista,595.894,599.624,605.993,612.134,602.745,623.411,626.694,634.301,643.537,653.321,666.776,679.91,693.414,692.532
Czechia,Fruits & Nuts,Volume,Fresh Fruits,million kilograms,Statista,540.832,544.274,550.069,555.617,547.032,565.689,568.59,575.438,583.734,592.515,604.595,616.377,628.65,627.869
Czechia,Fruits & Nuts,Volume,Nuts,million kilograms,Statista,15.488,15.966,16.526,17.093,17.229,18.237,18.575,19.05,19.568,20.094,20.706,21.305,21.811,22.735
Czechia,Fruits & Nuts,Volume,Processed & Frozen Fruits,million kilograms,Statista,39.574,39.384,39.399,39.425,38.484,39.486,39.529,39.814,40.235,40.712,41.475,42.228,42.954,41.927
Czechia,Fruits & Nuts,Volume Change,Total,percent,Statista,,0.626,1.062,1.013,-1.534,3.429,0.527,1.214,1.456,1.52,2.06,1.97,1.986,-0.127
Czechia,Fruits & Nuts,Volume Change,Fresh Fruits,percent,Statista,,0.636,1.065,1.009,-1.545,3.411,0.513,1.204,1.442,1.504,2.039,1.949,1.991,-0.124
Czechia,Fruits & Nuts,Volume Change,Nuts,percent,Statista,,3.086,3.506,3.429,0.796,5.85,1.857,2.554,2.719,2.689,3.044,2.893,2.374,4.241
Czechia,Fruits & Nuts,Volume Change,Processed & Frozen Fruits,percent,Statista,,-0.479,0.037,0.067,-2.386,2.603,0.108,0.721,1.06,1.184,1.875,1.816,1.719,-2.391
Czechia,Fruits & Nuts,Average Volume per Capita,Total,kilograms,Statista,56.264,56.561,57.068,57.526,56.513,58.322,58.52,59.145,59.938,60.797,62.012,63.208,64.451,64.37
Czechia,Fruits & Nuts,Average Volume per Capita,Fresh Fruits,kilograms,Statista,51.065,51.34,51.801,52.215,51.289,52.921,53.095,53.656,54.368,55.139,56.229,57.302,58.431,58.36
Czechia,Fruits & Nuts,Average Volume per Capita,Nuts,kilograms,Statista,1.462,1.506,1.556,1.606,1.615,1.706,1.735,1.776,1.823,1.87,1.926,1.981,2.027,2.113
Czechia,Fruits & Nuts,Average Volume per Capita,Processed & Frozen Fruits,kilograms,Statista,3.737,3.715,3.71,3.705,3.608,3.694,3.691,3.712,3.747,3.789,3.857,3.926,3.992,3.897
Czechia,Fresh Fruits,Price per Unit,Average,USD (US$),Statista,1.84,1.592,1.648,1.804,2.025,2.015,2.08,2.351,2.565,2.628,2.684,2.742,2.797,2.864
Czechia,Fresh Fruits,Price per Unit,Apples & Pears,USD (US$),Statista,1.227,1.079,1.136,1.263,1.442,1.46,1.517,1.729,1.884,1.927,1.966,2.005,2.045,2.086
Czechia,Fresh Fruits,Price per Unit,Bananas,USD (US$),Statista,1.296,1.119,1.157,1.264,1.416,1.408,1.45,1.638,1.785,1.826,1.863,1.9,1.938,1.977
Czechia,Fresh Fruits,Price per Unit,Berries & Grapes,USD (US$),Statista,6.369,5.463,5.61,6.089,6.781,6.697,6.877,7.741,8.435,8.629,8.802,8.978,9.157,9.341
Czechia,Fresh Fruits,Price per Unit,Citrus Fruits,USD (US$),Statista,1.275,1.087,1.109,1.197,1.325,1.3,1.335,1.497,1.631,1.668,1.702,1.736,1.771,1.806
Czechia,Fresh Fruits,Price per Unit,Other Fresh Fruits,USD (US$),Statista,2.542,2.187,2.253,2.453,2.741,2.716,2.795,3.151,3.434,3.513,3.583,3.655,3.728,3.802
Czechia,Fresh Fruits,Revenue,Total,billion USD (US$),Statista,0.995,0.866,0.907,1.002,1.108,1.14,1.183,1.353,1.498,1.557,1.623,1.69,1.758,1.798
Czechia,Fresh Fruits,Revenue,Apples & Pears,billion USD (US$),Statista,0.188,0.163,0.169,0.186,0.204,0.209,0.216,0.246,0.268,0.275,0.284,0.293,0.303,0.295
Czechia,Fresh Fruits,Revenue,Bananas,billion USD (US$),Statista,0.127,0.111,0.115,0.127,0.14,0.144,0.149,0.17,0.188,0.195,0.202,0.21,0.218,0.222
Czechia,Fresh Fruits,Revenue,Berries & Grapes,billion USD (US$),Statista,0.193,0.169,0.177,0.196,0.217,0.225,0.234,0.268,0.298,0.312,0.327,0.342,0.356,0.369
Czechia,Fresh Fruits,Revenue,Citrus Fruits,billion USD (US$),Statista,0.173,0.151,0.158,0.174,0.193,0.199,0.206,0.236,0.262,0.274,0.286,0.299,0.312,0.326
Czechia,Fresh Fruits,Revenue,Other Fresh Fruits,billion USD (US$),Statista,0.315,0.274,0.288,0.319,0.353,0.364,0.378,0.433,0.481,0.501,0.524,0.546,0.569,0.586
Czechia,Fresh Fruits,Revenue Change,Total,percent,Statista,,-12.951,4.651,10.511,10.579,2.888,3.772,14.37,10.717,3.939,4.239,4.128,4.024,2.275
Czechia,Fresh Fruits,Revenue Change,Apples & Pears,percent,Statista,,-13.426,4.123,9.929,9.946,2.347,3.201,13.75,9.198,2.646,3.086,3.1,3.621,-2.605
Czechia,Fresh Fruits,Revenue Change,Bananas,percent,Statista,,-13.129,4.434,10.225,10.22,2.71,3.472,14.161,10.347,3.676,3.905,3.808,4.05,1.511
Czechia,Fresh Fruits,Revenue Change,Berries & Grapes,percent,Statista,,-12.649,4.985,10.854,10.862,3.266,4.053,14.769,11.339,4.523,4.679,4.593,4.157,3.85
Czechia,Fresh Fruits,Revenue Change,Citrus Fruits,percent,Statista,,-12.89,4.645,10.59,10.55,2.956,3.728,14.424,11.29,4.5,4.562,4.433,4.278,4.519
Czechia,Fresh Fruits,Revenue Change,Other Fresh Fruits,percent,Statista,,-12.782,4.849,10.744,10.738,3.119,3.932,14.603,10.988,4.264,4.468,4.354,4.081,2.936
Czechia,Fresh Fruits,Average Revenue per Capita,Total,USD (US$),Statista,93.97,81.73,85.39,94.19,103.8,106.6,110.4,126.1,139.5,144.9,150.9,157.1,163.4,167.1
Czechia,Fresh Fruits,Average Revenue per Capita,Apples & Pears,USD (US$),Statista,17.72,15.33,15.93,17.48,19.17,19.58,20.17,22.91,24.99,25.63,26.41,27.21,28.19,27.46
Czechia,Fresh Fruits,Average Revenue per Capita,Bananas,USD (US$),Statista,12.01,10.42,10.86,11.95,13.15,13.47,13.92,15.86,17.48,18.11,18.8,19.52,20.29,20.61
